index,axis-0,axis-1,axis-2
0.0,0.0,0.7066852649864632,87.4455632714718
1.0,0.0,3.8287820435130477,92.55444890906077
2.0,0.0,6.667051842173581,104.33326857350198
3.0,0.0,14.330380298557024,102.77222018423868
4.0,0.0,11.06637003009741,112.8480779694836
5.0,0.0,30.65043164085509,121.07906038559915
6.0,0.0,0.8485987549194913,59.91434622446462
7.0,0.0,26.53494043279732,88.43895770100299
8.0,0.0,50.802147211344895,121.0790603855991
9.0,1.0,15.039947748222167,96.66994011711851
10.0,1.0,13.6208128488919,103.05604716410471
11.0,1.0,29.37321023145786,112.28042400975146
12.0,1.0,21.426054795208366,120.93714689566607
13.0,1.0,1.5581662045846318,115.26060729834501
14.0,1.0,5.106003452910299,88.580871190936
15.0,1.0,1.5581662045846318,101.06925830504234
16.0,1.0,27.670248352261545,84.32346649294519
17.0,2.0,72.656824661031,112.84807796948355
18.0,2.0,35.47549029857801,119.65992548626883
19.0,2.0,30.22469117105603,121.64671434533122
20.0,2.0,17.73630405694967,86.87790931173967
21.0,2.0,26.25111345293127,96.38611313725247
22.0,2.0,29.231296741524837,81.05945622448559
23.0,2.0,1.7000796945176635,114.97678031847896
24.0,2.0,9.789148620700184,84.74920696274427
25.0,2.0,2.267733654249769,95.39271870772129
26.0,2.0,2.409647144182797,104.47518206343499
