index,axis-0,axis-1,axis-2,label
434,12.0,113.0,50.0,1.0
435,12.0,88.0,60.0,0.0
436,12.0,94.0,58.0,1.0
437,12.0,81.0,38.0,1.0
438,12.0,58.0,20.0,2.0
439,12.0,123.0,31.0,1.0
440,12.0,31.0,12.0,1.0
441,12.0,107.0,14.0,1.0
442,12.0,111.0,86.0,0.0
443,12.0,122.0,56.0,1.0
444,12.0,23.0,8.0,0.0
445,12.0,16.0,0.0,0.0
446,12.0,75.0,77.0,3.0
447,12.0,100.0,1.0,2.0
448,12.0,29.0,6.0,1.0
449,12.0,123.0,49.0,0.0
450,12.0,122.0,93.0,1.0
451,12.0,101.0,25.0,0.0
452,12.0,82.0,26.0,1.0
453,12.0,92.0,18.0,2.0
454,12.0,92.0,67.0,0.0
455,12.0,2.0,20.0,0.0
456,12.0,50.0,77.0,0.0
457,12.0,40.0,27.0,0.0
458,12.0,111.0,3.0,1.0
459,12.0,98.0,8.0,1.0
460,12.0,120.0,45.0,0.0
461,12.0,59.0,51.0,0.0
462,12.0,63.0,182.0,0.0
463,12.0,46.0,158.0,0.0
464,12.0,73.0,110.0,0.0
465,12.0,61.0,186.0,0.0
466,12.0,78.0,127.0,0.0
467,12.0,64.0,215.0,0.0
468,12.0,98.0,220.0,0.0
469,12.0,100.0,191.0,0.0
470,12.0,49.0,219.0,0.0
471,12.0,57.0,150.0,0.0
472,13.0,111.0,81.0,1.0
473,13.0,113.0,50.0,1.0
474,13.0,88.0,81.0,1.0
475,13.0,82.0,58.0,1.0
476,13.0,76.0,56.0,1.0
477,13.0,78.0,48.0,1.0
478,13.0,68.0,56.0,1.0
479,13.0,117.0,70.0,1.0
480,13.0,100.0,41.0,1.0
481,13.0,73.0,61.0,3.0
482,13.0,89.0,50.0,1.0
483,13.0,79.0,35.0,1.0
484,13.0,80.0,64.0,1.0
485,13.0,80.0,15.0,1.0
486,13.0,75.0,77.0,0.0
487,13.0,105.0,85.0,1.0
488,13.0,119.0,38.0,1.0
489,13.0,59.0,37.0,1.0
490,13.0,105.0,14.0,0.0
491,13.0,96.0,47.0,1.0
492,13.0,40.0,27.0,1.0
493,13.0,107.0,14.0,1.0
494,13.0,116.0,109.0,1.0
495,13.0,119.0,61.0,1.0
496,13.0,59.0,28.0,1.0
497,13.0,81.0,24.0,0.0
498,13.0,122.0,86.0,2.0
499,13.0,39.0,15.0,1.0
500,13.0,35.0,29.0,0.0
501,13.0,108.0,103.0,0.0
502,13.0,86.0,75.0,0.0
503,13.0,124.0,106.0,1.0
504,13.0,67.0,33.0,1.0
505,13.0,23.0,8.0,1.0
506,13.0,120.0,85.0,1.0
507,13.0,101.0,25.0,1.0
508,13.0,100.0,1.0,1.0
509,13.0,31.0,12.0,1.0
510,13.0,16.0,0.0,1.0
511,13.0,46.0,36.0,0.0
512,13.0,117.0,102.0,0.0
513,13.0,29.0,6.0,1.0
514,13.0,123.0,49.0,0.0
515,13.0,123.0,31.0,2.0
516,13.0,92.0,18.0,2.0
517,13.0,50.0,77.0,0.0
518,13.0,63.0,182.0,0.0
519,13.0,2.0,20.0,0.0
520,13.0,46.0,158.0,0.0
521,13.0,73.0,110.0,0.0
522,13.0,100.0,191.0,0.0
523,13.0,64.0,215.0,0.0
524,13.0,49.0,219.0,0.0
525,13.0,78.0,127.0,0.0
526,13.0,1.0,166.0,0.0
527,13.0,100.0,173.0,0.0
528,13.0,61.0,186.0,0.0
529,13.0,98.0,220.0,0.0
530,13.0,68.0,118.0,0.0
531,14.0,87.0,89.0,1.0
532,14.0,85.0,78.0,1.0
533,14.0,118.0,68.0,1.0
534,14.0,118.0,51.0,1.0
535,14.0,101.0,85.0,1.0
536,14.0,119.0,61.0,1.0
537,14.0,73.0,61.0,1.0
538,14.0,84.0,42.0,1.0
539,14.0,78.0,48.0,1.0
540,14.0,77.0,57.0,2.0
541,14.0,75.0,77.0,1.0
542,14.0,80.0,64.0,1.0
543,14.0,105.0,14.0,0.0
544,14.0,101.0,25.0,1.0
545,14.0,79.0,35.0,0.0
546,14.0,101.0,17.0,1.0
547,14.0,110.0,44.0,1.0
548,14.0,124.0,115.0,1.0
549,14.0,20.0,4.0,1.0
550,14.0,113.0,50.0,2.0
551,14.0,59.0,37.0,1.0
552,14.0,103.0,43.0,1.0
553,14.0,75.0,28.0,1.0
554,14.0,107.0,14.0,0.0
555,14.0,80.0,15.0,0.0
556,14.0,115.0,114.0,1.0
557,14.0,86.0,60.0,2.0
558,14.0,104.0,3.0,1.0
559,14.0,40.0,27.0,0.0
560,14.0,88.0,60.0,1.0
561,14.0,35.0,29.0,0.0
562,14.0,16.0,0.0,0.0
563,14.0,84.0,56.0,0.0
564,14.0,65.0,51.0,0.0
565,14.0,55.0,36.0,1.0
566,14.0,124.0,106.0,0.0
567,14.0,23.0,8.0,1.0
568,14.0,25.0,25.0,1.0
569,14.0,23.0,19.0,1.0
570,14.0,46.0,36.0,1.0
571,14.0,21.0,18.0,2.0
572,14.0,67.0,33.0,0.0
573,14.0,96.0,47.0,2.0
574,14.0,38.0,22.0,1.0
575,14.0,82.0,55.0,0.0
576,14.0,81.0,24.0,0.0
577,14.0,38.0,35.0,1.0
578,14.0,95.0,51.0,1.0
579,14.0,2.0,20.0,0.0
580,14.0,41.0,34.0,2.0
581,14.0,122.0,86.0,0.0
582,14.0,68.0,38.0,0.0
583,14.0,31.0,12.0,1.0
584,14.0,108.0,103.0,0.0
585,14.0,50.0,77.0,0.0
586,14.0,74.0,18.0,0.0
587,14.0,109.0,30.0,1.0
588,14.0,29.0,6.0,0.0
589,14.0,79.0,0.0,0.0
590,14.0,89.0,14.0,1.0
591,14.0,123.0,49.0,2.0
592,14.0,63.0,182.0,0.0
593,14.0,57.0,150.0,0.0
594,14.0,123.0,31.0,0.0
595,14.0,46.0,158.0,0.0
596,14.0,110.0,217.0,0.0
597,14.0,64.0,215.0,0.0
598,14.0,49.0,219.0,0.0
599,14.0,100.0,191.0,0.0
600,14.0,78.0,127.0,0.0
601,14.0,98.0,220.0,0.0
602,14.0,61.0,186.0,0.0
603,15.0,109.0,84.0,1.0
604,15.0,118.0,75.0,1.0
605,15.0,85.0,89.0,1.0
606,15.0,118.0,70.0,1.0
607,15.0,101.0,71.0,1.0
608,15.0,85.0,79.0,1.0
609,15.0,101.0,84.0,1.0
610,15.0,102.0,59.0,1.0
611,15.0,95.0,66.0,1.0
612,15.0,76.0,52.0,1.0
613,15.0,101.0,6.0,1.0
614,15.0,73.0,61.0,1.0
615,15.0,101.0,17.0,1.0
616,15.0,88.0,60.0,1.0
617,15.0,105.0,14.0,1.0
618,15.0,20.0,4.0,1.0
619,15.0,101.0,25.0,0.0
620,15.0,75.0,77.0,1.0
621,15.0,70.0,71.0,1.0
622,15.0,95.0,89.0,1.0
623,15.0,124.0,115.0,1.0
624,15.0,84.0,44.0,1.0
625,15.0,107.0,14.0,1.0
626,15.0,86.0,60.0,2.0
627,15.0,111.0,45.0,1.0
628,15.0,96.0,47.0,1.0
629,15.0,92.0,18.0,1.0
630,15.0,78.0,77.0,1.0
631,15.0,74.0,29.0,1.0
632,15.0,35.0,29.0,1.0
633,15.0,27.0,30.0,0.0
634,15.0,103.0,43.0,0.0
635,15.0,79.0,35.0,0.0
636,15.0,113.0,50.0,1.0
637,15.0,21.0,18.0,0.0
638,15.0,23.0,19.0,0.0
639,15.0,89.0,14.0,0.0
640,15.0,18.0,21.0,2.0
641,15.0,20.0,25.0,0.0
642,15.0,82.0,63.0,0.0
643,15.0,65.0,51.0,0.0
644,15.0,53.0,52.0,1.0
645,15.0,9.0,9.0,3.0
646,15.0,63.0,65.0,0.0
647,15.0,81.0,24.0,0.0
648,15.0,80.0,15.0,0.0
649,15.0,78.0,1.0,0.0
650,15.0,44.0,43.0,0.0
651,15.0,63.0,15.0,1.0
652,15.0,67.0,33.0,0.0
653,15.0,80.0,2.0,0.0
654,15.0,38.0,35.0,3.0
655,15.0,74.0,18.0,0.0
656,15.0,82.0,55.0,0.0
657,15.0,2.0,20.0,0.0
658,15.0,54.0,25.0,1.0
659,15.0,122.0,86.0,0.0
660,15.0,50.0,77.0,0.0
661,15.0,14.0,17.0,1.0
662,15.0,35.0,59.0,1.0
663,15.0,38.0,22.0,1.0
664,15.0,40.0,27.0,2.0
665,15.0,29.0,6.0,0.0
666,15.0,46.0,36.0,0.0
667,15.0,63.0,182.0,0.0
668,15.0,123.0,49.0,0.0
669,15.0,77.0,98.0,0.0
670,15.0,57.0,150.0,0.0
671,15.0,49.0,219.0,0.0
672,15.0,46.0,158.0,0.0
673,15.0,78.0,127.0,0.0
674,15.0,64.0,215.0,0.0
675,15.0,100.0,191.0,0.0
676,15.0,27.0,153.0,0.0
677,15.0,98.0,220.0,0.0
678,15.0,61.0,186.0,0.0
679,16.0,105.0,74.0,1.0
680,16.0,85.0,73.0,1.0
681,16.0,110.0,75.0,1.0
682,16.0,101.0,83.0,1.0
683,16.0,95.0,66.0,1.0
684,16.0,73.0,9.0,1.0
685,16.0,35.0,59.0,1.0
686,16.0,25.0,57.0,1.0
687,16.0,88.0,60.0,1.0
688,16.0,101.0,6.0,1.0
689,16.0,75.0,77.0,1.0
690,16.0,101.0,17.0,1.0
691,16.0,109.0,57.0,1.0
692,16.0,101.0,25.0,1.0
693,16.0,70.0,75.0,1.0
694,16.0,71.0,46.0,1.0
695,16.0,47.0,56.0,3.0
696,16.0,105.0,14.0,1.0
697,16.0,37.0,55.0,1.0
698,16.0,107.0,14.0,1.0
699,16.0,94.0,58.0,1.0
700,16.0,96.0,47.0,1.0
701,16.0,107.0,23.0,1.0
702,16.0,76.0,3.0,2.0
703,16.0,89.0,14.0,1.0
704,16.0,73.0,61.0,1.0
705,16.0,26.0,48.0,1.0
706,16.0,100.0,51.0,1.0
707,16.0,9.0,9.0,1.0
708,16.0,31.0,2.0,0.0
709,16.0,115.0,7.0,1.0
710,16.0,80.0,2.0,1.0
711,16.0,109.0,110.0,1.0
712,16.0,92.0,18.0,1.0
713,16.0,80.0,15.0,1.0
714,16.0,20.0,25.0,1.0
715,16.0,23.0,39.0,1.0
716,16.0,79.0,35.0,0.0
717,16.0,12.0,20.0,1.0
718,16.0,21.0,18.0,1.0
719,16.0,30.0,44.0,1.0
720,16.0,18.0,21.0,2.0
721,16.0,74.0,18.0,0.0
722,16.0,107.0,52.0,0.0
723,16.0,78.0,48.0,0.0
724,16.0,14.0,17.0,2.0
725,16.0,23.0,19.0,3.0
726,16.0,87.0,45.0,1.0
727,16.0,68.0,38.0,1.0
728,16.0,82.0,63.0,0.0
729,16.0,57.0,53.0,1.0
730,16.0,81.0,24.0,0.0
731,16.0,49.0,59.0,0.0
732,16.0,124.0,128.0,2.0
733,16.0,80.0,46.0,0.0
734,16.0,50.0,77.0,2.0
735,16.0,5.0,8.0,2.0
736,16.0,51.0,75.0,0.0
737,16.0,120.0,126.0,1.0
738,16.0,60.0,32.0,1.0
739,16.0,14.0,27.0,1.0
740,16.0,2.0,20.0,0.0
741,16.0,63.0,182.0,0.0
742,16.0,40.0,27.0,2.0
743,16.0,69.0,23.0,0.0
744,16.0,29.0,6.0,0.0
745,16.0,65.0,11.0,0.0
746,16.0,35.0,29.0,0.0
747,16.0,124.0,115.0,0.0
748,16.0,99.0,110.0,0.0
749,16.0,73.0,110.0,0.0
750,16.0,46.0,158.0,0.0
751,16.0,100.0,191.0,0.0
752,16.0,123.0,49.0,0.0
753,16.0,78.0,127.0,0.0
754,16.0,49.0,219.0,0.0
755,16.0,64.0,215.0,0.0
756,17.0,106.0,75.0,1.0
757,17.0,111.0,75.0,1.0
758,17.0,106.0,107.0,1.0
759,17.0,111.0,59.0,1.0
760,17.0,102.0,81.0,1.0
761,17.0,115.0,17.0,1.0
762,17.0,101.0,17.0,1.0
763,17.0,95.0,59.0,1.0
764,17.0,101.0,64.0,1.0
765,17.0,101.0,25.0,1.0
766,17.0,87.0,72.0,1.0
767,17.0,88.0,60.0,1.0
768,17.0,74.0,101.0,1.0
769,17.0,85.0,78.0,1.0
770,17.0,75.0,77.0,1.0
771,17.0,47.0,56.0,1.0
772,17.0,67.0,48.0,1.0
773,17.0,102.0,5.0,1.0
