index,axis-0,axis-1,axis-2,label
774,17.0,63.0,60.0,1.0
775,17.0,13.0,44.0,1.0
776,17.0,105.0,14.0,1.0
777,17.0,112.0,70.0,0.0
778,17.0,37.0,55.0,1.0
779,17.0,26.0,58.0,1.0
780,17.0,14.0,15.0,1.0
781,17.0,31.0,2.0,1.0
782,17.0,66.0,91.0,1.0
783,17.0,9.0,9.0,1.0
784,17.0,117.0,25.0,0.0
785,17.0,50.0,77.0,1.0
786,17.0,12.0,20.0,1.0
787,17.0,78.0,1.0,2.0
788,17.0,96.0,47.0,1.0
789,17.0,99.0,110.0,0.0
790,17.0,80.0,2.0,1.0
791,17.0,79.0,35.0,0.0
792,17.0,82.0,63.0,2.0
793,17.0,68.0,0.0,1.0
794,17.0,2.0,20.0,0.0
795,17.0,73.0,61.0,1.0
796,17.0,118.0,4.0,1.0
797,17.0,26.0,48.0,1.0
798,17.0,23.0,39.0,0.0
799,17.0,15.0,32.0,1.0
800,17.0,49.0,59.0,2.0
801,17.0,115.0,7.0,1.0
802,17.0,59.0,37.0,0.0
803,17.0,42.0,10.0,1.0
804,17.0,84.0,44.0,1.0
805,17.0,68.0,38.0,1.0
806,17.0,113.0,3.0,0.0
807,17.0,24.0,50.0,0.0
808,17.0,0.0,7.0,0.0
809,17.0,85.0,0.0,0.0
810,17.0,81.0,24.0,0.0
811,17.0,80.0,15.0,0.0
812,17.0,34.0,1.0,2.0
813,17.0,89.0,14.0,0.0
814,17.0,23.0,19.0,0.0
815,17.0,96.0,128.0,0.0
816,17.0,29.0,6.0,0.0
817,17.0,63.0,182.0,0.0
818,17.0,61.0,100.0,0.0
819,17.0,40.0,27.0,1.0
820,17.0,69.0,23.0,0.0
821,17.0,123.0,49.0,0.0
822,17.0,100.0,191.0,0.0
823,17.0,57.0,150.0,0.0
824,17.0,64.0,215.0,0.0
825,17.0,46.0,158.0,0.0
826,17.0,49.0,219.0,0.0
827,17.0,61.0,186.0,0.0
828,17.0,100.0,173.0,0.0
829,17.0,98.0,220.0,0.0
830,18.0,62.0,158.0,1.0
831,18.0,102.0,81.0,1.0
832,18.0,73.0,83.0,1.0
833,18.0,115.0,19.0,1.0
834,18.0,106.0,109.0,1.0
835,18.0,66.0,98.0,1.0
836,18.0,77.0,125.0,1.0
837,18.0,101.0,25.0,1.0
838,18.0,10.0,44.0,1.0
839,18.0,77.0,105.0,1.0
840,18.0,63.0,1.0,1.0
841,18.0,83.0,76.0,1.0
842,18.0,101.0,75.0,1.0
843,18.0,98.0,68.0,1.0
844,18.0,88.0,60.0,1.0
845,18.0,101.0,17.0,1.0
846,18.0,47.0,56.0,4.0
847,18.0,117.0,25.0,1.0
848,18.0,105.0,14.0,0.0
849,18.0,79.0,35.0,3.0
850,18.0,16.0,18.0,1.0
851,18.0,46.0,129.0,1.0
852,18.0,37.0,55.0,1.0
853,18.0,59.0,13.0,1.0
854,18.0,93.0,63.0,1.0
855,18.0,84.0,56.0,1.0
856,18.0,96.0,128.0,1.0
857,18.0,108.0,129.0,1.0
858,18.0,12.0,20.0,0.0
859,18.0,82.0,63.0,1.0
860,18.0,59.0,37.0,1.0
861,18.0,103.0,4.0,1.0
862,18.0,73.0,61.0,1.0
863,18.0,111.0,59.0,1.0
864,18.0,2.0,20.0,0.0
865,18.0,49.0,89.0,1.0
866,18.0,43.0,75.0,1.0
867,18.0,65.0,109.0,1.0
868,18.0,109.0,39.0,2.0
869,18.0,64.0,45.0,1.0
870,18.0,83.0,50.0,1.0
871,18.0,91.0,35.0,1.0
872,18.0,34.0,62.0,1.0
873,18.0,54.0,106.0,1.0
874,18.0,109.0,37.0,1.0
875,18.0,49.0,59.0,0.0
876,18.0,78.0,1.0,0.0
877,18.0,0.0,7.0,0.0
878,18.0,31.0,2.0,0.0
879,18.0,23.0,19.0,0.0
880,18.0,80.0,2.0,0.0
881,18.0,115.0,81.0,1.0
882,18.0,14.0,34.0,1.0
883,18.0,42.0,10.0,1.0
884,18.0,10.0,61.0,1.0
885,18.0,5.0,8.0,1.0
886,18.0,78.0,48.0,0.0
887,18.0,122.0,86.0,0.0
888,18.0,121.0,142.0,0.0
889,18.0,81.0,24.0,0.0
890,18.0,29.0,6.0,0.0
891,18.0,119.0,103.0,1.0
892,18.0,63.0,182.0,0.0
893,18.0,58.0,104.0,0.0
894,18.0,103.0,10.0,0.0
895,18.0,44.0,0.0,1.0
896,18.0,60.0,19.0,0.0
897,18.0,99.0,110.0,0.0
898,18.0,58.0,20.0,0.0
899,18.0,40.0,27.0,3.0
900,18.0,98.0,47.0,0.0
901,18.0,120.0,45.0,0.0
902,18.0,123.0,49.0,0.0
903,18.0,98.0,144.0,2.0
904,18.0,64.0,215.0,0.0
905,18.0,100.0,191.0,0.0
906,18.0,94.0,176.0,0.0
907,18.0,49.0,219.0,0.0
908,18.0,98.0,220.0,0.0
909,19.0,66.0,98.0,1.0
910,19.0,108.0,110.0,1.0
911,19.0,73.0,80.0,1.0
912,19.0,73.0,84.0,1.0
913,19.0,118.0,18.0,1.0
914,19.0,78.0,85.0,1.0
915,19.0,91.0,35.0,1.0
916,19.0,104.0,129.0,1.0
917,19.0,107.0,18.0,1.0
918,19.0,78.0,127.0,1.0
919,19.0,101.0,92.0,1.0
920,19.0,79.0,35.0,1.0
921,19.0,104.0,27.0,1.0
922,19.0,59.0,14.0,1.0
923,19.0,105.0,14.0,1.0
924,19.0,8.0,45.0,1.0
925,19.0,117.0,0.0,1.0
926,19.0,102.0,83.0,1.0
927,19.0,60.0,91.0,1.0
928,19.0,40.0,82.0,1.0
929,19.0,47.0,56.0,0.0
930,19.0,117.0,25.0,1.0
931,19.0,9.0,9.0,1.0
932,19.0,124.0,128.0,1.0
933,19.0,101.0,17.0,2.0
934,19.0,43.0,75.0,1.0
935,19.0,13.0,14.0,1.0
936,19.0,2.0,20.0,0.0
937,19.0,59.0,37.0,0.0
938,19.0,60.0,49.0,1.0
939,19.0,99.0,37.0,1.0
940,19.0,65.0,109.0,1.0
941,19.0,73.0,61.0,1.0
942,19.0,124.0,12.0,1.0
943,19.0,109.0,39.0,1.0
944,19.0,49.0,89.0,2.0
945,19.0,11.0,63.0,1.0
946,19.0,88.0,60.0,2.0
947,19.0,84.0,56.0,1.0
948,19.0,92.0,67.0,1.0
949,19.0,109.0,37.0,2.0
950,19.0,113.0,3.0,2.0
951,19.0,12.0,20.0,0.0
952,19.0,23.0,19.0,0.0
953,19.0,86.0,75.0,0.0
954,19.0,100.0,1.0,0.0
955,19.0,98.0,144.0,1.0
956,19.0,37.0,55.0,2.0
957,19.0,119.0,33.0,0.0
958,19.0,49.0,59.0,0.0
959,19.0,83.0,50.0,0.0
960,19.0,122.0,86.0,0.0
961,19.0,54.0,106.0,1.0
962,19.0,94.0,58.0,1.0
963,19.0,98.0,8.0,0.0
964,19.0,92.0,16.0,0.0
965,19.0,34.0,62.0,0.0
966,19.0,29.0,6.0,0.0
967,19.0,23.0,8.0,0.0
968,19.0,81.0,24.0,0.0
969,19.0,33.0,77.0,0.0
970,19.0,40.0,27.0,0.0
971,19.0,63.0,182.0,0.0
972,19.0,98.0,47.0,0.0
973,19.0,123.0,49.0,0.0
974,19.0,90.0,47.0,0.0
975,19.0,35.0,29.0,0.0
976,19.0,120.0,45.0,0.0
977,19.0,46.0,158.0,0.0
978,19.0,64.0,215.0,0.0
979,19.0,110.0,217.0,0.0
980,19.0,100.0,191.0,0.0
981,19.0,61.0,186.0,0.0
982,19.0,49.0,219.0,0.0
983,20.0,83.0,86.0,1.0
984,20.0,109.0,112.0,1.0
985,20.0,73.0,84.0,1.0
986,20.0,91.0,35.0,1.0
987,20.0,105.0,14.0,1.0
988,20.0,101.0,25.0,1.0
989,20.0,91.0,88.0,1.0
990,20.0,66.0,81.0,1.0
991,20.0,73.0,129.0,1.0
992,20.0,68.0,93.0,1.0
993,20.0,58.0,104.0,1.0
994,20.0,118.0,0.0,1.0
995,20.0,79.0,35.0,2.0
996,20.0,47.0,56.0,0.0
997,20.0,66.0,99.0,1.0
998,20.0,120.0,17.0,1.0
999,20.0,117.0,25.0,0.0
1000,20.0,43.0,84.0,1.0
1001,20.0,71.0,121.0,1.0
1002,20.0,9.0,9.0,1.0
1003,20.0,66.0,105.0,1.0
1004,20.0,104.0,131.0,1.0
1005,20.0,11.0,48.0,1.0
1006,20.0,7.0,68.0,1.0
1007,20.0,43.0,75.0,1.0
1008,20.0,57.0,92.0,1.0
1009,20.0,57.0,53.0,1.0
1010,20.0,59.0,37.0,1.0
1011,20.0,98.0,8.0,1.0
1012,20.0,39.0,78.0,1.0
1013,20.0,15.0,70.0,2.0
1014,20.0,62.0,127.0,1.0
1015,20.0,13.0,70.0,1.0
1016,20.0,124.0,128.0,1.0
1017,20.0,2.0,20.0,0.0
1018,20.0,113.0,3.0,2.0
1019,20.0,88.0,60.0,1.0
1020,20.0,97.0,148.0,1.0
1021,20.0,100.0,1.0,0.0
1022,20.0,54.0,35.0,1.0
1023,20.0,80.0,46.0,1.0
1024,20.0,82.0,63.0,1.0
1025,20.0,74.0,134.0,1.0
1026,20.0,73.0,61.0,1.0
1027,20.0,49.0,59.0,1.0
1028,20.0,21.0,18.0,1.0
1029,20.0,33.0,77.0,0.0
1030,20.0,44.0,97.0,0.0
1031,20.0,109.0,39.0,3.0
1032,20.0,59.0,9.0,1.0
1033,20.0,115.0,32.0,0.0
1034,20.0,4.0,35.0,0.0
1035,20.0,50.0,99.0,1.0
1036,20.0,23.0,19.0,3.0
1037,20.0,124.0,115.0,1.0
1038,20.0,43.0,102.0,0.0
1039,20.0,122.0,86.0,0.0
1040,20.0,12.0,20.0,0.0
1041,20.0,112.0,38.0,0.0
1042,20.0,122.0,93.0,1.0
1043,20.0,50.0,77.0,0.0
1044,20.0,113.0,134.0,1.0
1045,20.0,93.0,155.0,2.0
1046,20.0,54.0,25.0,1.0
1047,20.0,86.0,154.0,1.0
1048,20.0,119.0,33.0,0.0
1049,20.0,85.0,156.0,0.0
1050,20.0,85.0,146.0,1.0
1051,20.0,0.0,23.0,1.0
1052,20.0,40.0,27.0,0.0
1053,20.0,63.0,182.0,0.0
1054,20.0,118.0,70.0,1.0
1055,20.0,101.0,93.0,1.0
1056,20.0,81.0,24.0,0.0
1057,20.0,29.0,6.0,0.0
1058,20.0,95.0,156.0,0.0
1059,20.0,123.0,31.0,0.0
1060,20.0,98.0,47.0,0.0
1061,20.0,39.0,15.0,0.0
1062,20.0,116.0,154.0,1.0
1063,20.0,64.0,215.0,0.0
1064,20.0,35.0,29.0,0.0
1065,20.0,100.0,191.0,0.0
1066,20.0,123.0,49.0,0.0
1067,20.0,46.0,158.0,0.0
1068,20.0,57.0,150.0,0.0
1069,20.0,61.0,186.0,0.0
1070,20.0,98.0,220.0,0.0
1071,21.0,57.0,77.0,1.0
1072,21.0,101.0,25.0,1.0
1073,21.0,51.0,100.0,1.0
1074,21.0,82.0,46.0,1.0
1075,21.0,57.0,102.0,1.0
1076,21.0,113.0,135.0,1.0
1077,21.0,66.0,99.0,1.0
1078,21.0,105.0,14.0,2.0
1079,21.0,83.0,86.0,1.0
1080,21.0,59.0,110.0,1.0
1081,21.0,107.0,14.0,1.0
1082,21.0,55.0,95.0,1.0
1083,21.0,47.0,56.0,2.0
1084,21.0,122.0,86.0,0.0
1085,21.0,119.0,89.0,1.0
1086,21.0,69.0,77.0,1.0
1087,21.0,117.0,25.0,1.0
1088,21.0,101.0,17.0,1.0
1089,21.0,79.0,35.0,0.0
1090,21.0,74.0,85.0,1.0
1091,21.0,9.0,9.0,1.0
1092,21.0,99.0,37.0,1.0
1093,21.0,59.0,37.0,2.0
1094,21.0,9.0,68.0,1.0
1095,21.0,65.0,51.0,1.0
1096,21.0,98.0,8.0,1.0
1097,21.0,15.0,70.0,3.0
1098,21.0,2.0,20.0,0.0
1099,21.0,10.0,74.0,0.0
1100,21.0,117.0,0.0,1.0
1101,21.0,43.0,102.0,1.0
1102,21.0,100.0,1.0,2.0
1103,21.0,124.0,117.0,1.0
1104,21.0,13.0,70.0,3.0
1105,21.0,59.0,87.0,1.0
1106,21.0,33.0,77.0,0.0
1107,21.0,39.0,78.0,1.0
1108,21.0,75.0,77.0,0.0
1109,21.0,4.0,35.0,1.0
1110,21.0,73.0,61.0,0.0
1111,21.0,40.0,90.0,1.0
1112,21.0,70.0,119.0,1.0
1113,21.0,77.0,57.0,1.0
1114,21.0,44.0,97.0,0.0
1115,21.0,21.0,18.0,2.0
1116,21.0,49.0,59.0,1.0
1117,21.0,113.0,3.0,2.0
1118,21.0,7.0,50.0,1.0
1119,21.0,14.0,17.0,0.0
1120,21.0,12.0,20.0,0.0
1121,21.0,61.0,127.0,1.0
1122,21.0,23.0,19.0,1.0
1123,21.0,43.0,75.0,0.0
1124,21.0,54.0,25.0,1.0
1125,21.0,44.0,106.0,0.0
1126,21.0,123.0,75.0,1.0
1127,21.0,54.0,35.0,1.0
1128,21.0,9.0,85.0,1.0
1129,21.0,85.0,156.0,1.0
1130,21.0,88.0,60.0,0.0
1131,21.0,50.0,77.0,0.0
1132,21.0,1.0,26.0,1.0
1133,21.0,81.0,24.0,0.0
1134,21.0,108.0,111.0,1.0
1135,21.0,63.0,182.0,0.0
1136,21.0,90.0,160.0,0.0
1137,21.0,98.0,47.0,0.0
1138,21.0,74.0,134.0,1.0
1139,21.0,29.0,6.0,0.0
1140,21.0,39.0,15.0,0.0
1141,21.0,40.0,27.0,0.0
1142,21.0,119.0,164.0,0.0
1143,21.0,57.0,150.0,0.0
1144,21.0,78.0,127.0,0.0
1145,21.0,100.0,191.0,0.0
1146,21.0,64.0,215.0,0.0
1147,21.0,46.0,158.0,0.0
1148,21.0,123.0,49.0,0.0
1149,21.0,100.0,173.0,0.0
1150,21.0,61.0,186.0,0.0
1151,22.0,106.0,119.0,1.0
1152,22.0,123.0,76.0,1.0
1153,22.0,66.0,80.0,1.0
1154,22.0,82.0,89.0,1.0
1155,22.0,55.0,76.0,1.0
1156,22.0,115.0,143.0,1.0
1157,22.0,98.0,18.0,1.0
1158,22.0,122.0,86.0,1.0
1159,22.0,79.0,35.0,1.0
1160,22.0,69.0,119.0,1.0
1161,22.0,55.0,95.0,1.0
1162,22.0,101.0,25.0,1.0
1163,22.0,44.0,97.0,1.0
1164,22.0,91.0,26.0,1.0
1165,22.0,47.0,56.0,2.0
1166,22.0,83.0,46.0,1.0
1167,22.0,66.0,93.0,1.0
1168,22.0,63.0,118.0,1.0
1169,22.0,54.0,106.0,1.0
1170,22.0,99.0,37.0,1.0
1171,22.0,83.0,50.0,0.0
1172,22.0,105.0,14.0,2.0
1173,22.0,98.0,8.0,1.0
1174,22.0,121.0,64.0,1.0
1175,22.0,59.0,37.0,1.0
1176,22.0,2.0,20.0,0.0
1177,22.0,78.0,48.0,2.0
1178,22.0,75.0,77.0,0.0
1179,22.0,13.0,70.0,2.0
1180,22.0,46.0,90.0,1.0
1181,22.0,65.0,51.0,1.0
1182,22.0,100.0,1.0,1.0
1183,22.0,9.0,9.0,1.0
1184,22.0,15.0,70.0,1.0
1185,22.0,10.0,74.0,1.0
1186,22.0,76.0,145.0,1.0
1187,22.0,39.0,78.0,0.0
1188,22.0,4.0,35.0,2.0
1189,22.0,76.0,52.0,0.0
1190,22.0,12.0,20.0,0.0
1191,22.0,33.0,77.0,0.0
1192,22.0,44.0,106.0,1.0
1193,22.0,35.0,99.0,0.0
1194,22.0,40.0,90.0,1.0
1195,22.0,97.0,164.0,1.0
1196,22.0,107.0,14.0,1.0
1197,22.0,81.0,24.0,0.0
1198,22.0,9.0,85.0,1.0
1199,22.0,28.0,82.0,1.0
1200,22.0,68.0,38.0,1.0
1201,22.0,109.0,37.0,1.0
1202,22.0,6.0,35.0,1.0
1203,22.0,14.0,17.0,1.0
1204,22.0,49.0,59.0,1.0
1205,22.0,35.0,29.0,1.0
1206,22.0,23.0,19.0,1.0
1207,22.0,109.0,39.0,2.0
1208,22.0,120.0,20.0,1.0
1209,22.0,7.0,50.0,1.0
1210,22.0,54.0,35.0,2.0
1211,22.0,44.0,113.0,0.0
1212,22.0,98.0,47.0,0.0
1213,22.0,31.0,90.0,0.0
1214,22.0,18.0,21.0,2.0
1215,22.0,119.0,164.0,1.0
1216,22.0,24.0,92.0,0.0
1217,22.0,55.0,126.0,1.0
1218,22.0,29.0,6.0,0.0
1219,22.0,20.0,92.0,0.0
1220,22.0,40.0,27.0,1.0
1221,22.0,102.0,164.0,2.0
1222,22.0,77.0,98.0,0.0
1223,22.0,124.0,115.0,1.0
1224,22.0,73.0,110.0,0.0
1225,22.0,39.0,15.0,0.0
1226,22.0,57.0,150.0,0.0
1227,22.0,63.0,182.0,0.0
1228,22.0,46.0,158.0,0.0
1229,22.0,100.0,173.0,0.0
1230,22.0,123.0,49.0,1.0
1231,22.0,123.0,137.0,2.0
1232,22.0,121.0,126.0,0.0
1233,22.0,110.0,217.0,0.0
1234,22.0,78.0,127.0,0.0
1235,22.0,64.0,215.0,0.0
1236,22.0,100.0,191.0,0.0
1237,22.0,49.0,219.0,0.0
1238,23.0,44.0,100.0,1.0
1239,23.0,107.0,121.0,1.0
1240,23.0,122.0,86.0,1.0
1241,23.0,81.0,124.0,1.0
1242,23.0,54.0,106.0,1.0
1243,23.0,52.0,101.0,1.0
1244,23.0,79.0,35.0,1.0
1245,23.0,120.0,107.0,1.0
1246,23.0,74.0,93.0,1.0
1247,23.0,47.0,56.0,1.0
1248,23.0,64.0,80.0,1.0
1249,23.0,115.0,144.0,1.0
1250,23.0,86.0,94.0,1.0
1251,23.0,60.0,133.0,1.0
1252,23.0,61.0,95.0,1.0
1253,23.0,101.0,25.0,1.0
1254,23.0,10.0,74.0,1.0
1255,23.0,123.0,137.0,1.0
1256,23.0,98.0,18.0,1.0
1257,23.0,53.0,96.0,1.0
1258,23.0,120.0,20.0,1.0
1259,23.0,97.0,164.0,1.0
1260,23.0,2.0,20.0,0.0
1261,23.0,78.0,48.0,1.0
1262,23.0,64.0,119.0,1.0
1263,23.0,99.0,37.0,1.0
1264,23.0,83.0,50.0,1.0
1265,23.0,124.0,115.0,1.0
1266,23.0,82.0,91.0,1.0
1267,23.0,109.0,39.0,2.0
1268,23.0,105.0,14.0,0.0
1269,23.0,89.0,14.0,1.0
1270,23.0,46.0,91.0,1.0
1271,23.0,59.0,37.0,1.0
1272,23.0,109.0,37.0,1.0
1273,23.0,96.0,47.0,1.0
1274,23.0,91.0,26.0,1.0
1275,23.0,107.0,143.0,1.0
1276,23.0,15.0,70.0,3.0
1277,23.0,35.0,99.0,1.0
1278,23.0,75.0,77.0,0.0
1279,23.0,122.0,68.0,1.0
1280,23.0,68.0,38.0,1.0
1281,23.0,35.0,29.0,1.0
1282,23.0,13.0,70.0,2.0
1283,23.0,44.0,106.0,2.0
1284,23.0,12.0,20.0,0.0
1285,23.0,60.0,68.0,1.0
1286,23.0,55.0,77.0,1.0
1287,23.0,39.0,78.0,1.0
1288,23.0,76.0,52.0,0.0
1289,23.0,49.0,59.0,1.0
1290,23.0,91.0,0.0,1.0
1291,23.0,100.0,1.0,3.0
1292,23.0,81.0,24.0,0.0
1293,23.0,14.0,17.0,1.0
1294,23.0,33.0,77.0,1.0
1295,23.0,98.0,47.0,1.0
1296,23.0,44.0,113.0,0.0
1297,23.0,9.0,9.0,1.0
1298,23.0,54.0,35.0,2.0
1299,23.0,31.0,90.0,0.0
1300,23.0,81.0,38.0,2.0
1301,23.0,103.0,43.0,2.0
1302,23.0,68.0,108.0,1.0
1303,23.0,84.0,44.0,2.0
1304,23.0,14.0,49.0,1.0
1305,23.0,77.0,98.0,2.0
1306,23.0,123.0,15.0,2.0
1307,23.0,40.0,27.0,2.0
1308,23.0,18.0,21.0,2.0
1309,23.0,43.0,75.0,0.0
1310,23.0,10.0,40.0,0.0
1311,23.0,23.0,82.0,0.0
1312,23.0,88.0,60.0,1.0
1313,23.0,23.0,19.0,1.0
1314,23.0,63.0,182.0,0.0
1315,23.0,20.0,94.0,0.0
1316,23.0,67.0,149.0,1.0
1317,23.0,29.0,6.0,0.0
1318,23.0,59.0,51.0,0.0
1319,23.0,118.0,169.0,1.0
1320,23.0,24.0,92.0,0.0
1321,23.0,120.0,45.0,0.0
1322,23.0,57.0,150.0,0.0
1323,23.0,103.0,10.0,0.0
1324,23.0,123.0,49.0,0.0
1325,23.0,46.0,158.0,0.0
1326,23.0,64.0,215.0,0.0
1327,23.0,100.0,191.0,0.0
1328,23.0,61.0,186.0,0.0
1329,23.0,98.0,220.0,0.0
1330,23.0,49.0,219.0,0.0
1331,24.0,60.0,129.0,1.0
1332,24.0,13.0,79.0,1.0
1333,24.0,106.0,144.0,1.0
1334,24.0,94.0,82.0,1.0
1335,24.0,92.0,127.0,1.0
1336,24.0,79.0,35.0,3.0
1337,24.0,45.0,88.0,1.0
1338,24.0,82.0,127.0,1.0
1339,24.0,87.0,95.0,1.0
1340,24.0,122.0,86.0,1.0
1341,24.0,10.0,74.0,0.0
1342,24.0,48.0,112.0,1.0
1343,24.0,25.0,80.0,1.0
1344,24.0,51.0,102.0,1.0
1345,24.0,53.0,122.0,1.0
1346,24.0,109.0,39.0,1.0
1347,24.0,97.0,164.0,1.0
1348,24.0,83.0,50.0,1.0
1349,24.0,62.0,113.0,1.0
1350,24.0,124.0,99.0,1.0
1351,24.0,43.0,102.0,1.0
1352,24.0,109.0,37.0,2.0
1353,24.0,54.0,106.0,1.0
1354,24.0,2.0,20.0,0.0
1355,24.0,13.0,70.0,0.0
1356,24.0,15.0,70.0,1.0
1357,24.0,75.0,77.0,0.0
1358,24.0,75.0,96.0,1.0
1359,24.0,39.0,78.0,0.0
1360,24.0,35.0,99.0,1.0
1361,24.0,35.0,29.0,1.0
1362,24.0,124.0,115.0,1.0
1363,24.0,47.0,56.0,2.0
1364,24.0,103.0,40.0,1.0
1365,24.0,96.0,47.0,2.0
1366,24.0,61.0,97.0,1.0
1367,24.0,89.0,14.0,1.0
1368,24.0,50.0,77.0,0.0
1369,24.0,101.0,25.0,0.0
1370,24.0,123.0,15.0,1.0
1371,24.0,91.0,146.0,1.0
1372,24.0,78.0,48.0,3.0
1373,24.0,92.0,16.0,0.0
1374,24.0,123.0,139.0,1.0
1375,24.0,12.0,20.0,0.0
1376,24.0,105.0,14.0,0.0
1377,24.0,37.0,104.0,0.0
1378,24.0,100.0,173.0,0.0
1379,24.0,59.0,37.0,1.0
1380,24.0,49.0,59.0,1.0
1381,24.0,31.0,90.0,1.0
1382,24.0,98.0,47.0,1.0
1383,24.0,21.0,18.0,1.0
1384,24.0,23.0,19.0,2.0
1385,24.0,43.0,75.0,0.0
1386,24.0,60.0,68.0,1.0
1387,24.0,40.0,27.0,2.0
1388,24.0,75.0,82.0,1.0
1389,24.0,100.0,1.0,1.0
1390,24.0,9.0,9.0,1.0
1391,24.0,1.0,46.0,1.0
1392,24.0,120.0,45.0,1.0
1393,24.0,42.0,117.0,0.0
1394,24.0,73.0,61.0,0.0
1395,24.0,88.0,60.0,3.0
1396,24.0,122.0,172.0,1.0
1397,24.0,83.0,171.0,1.0
1398,24.0,57.0,150.0,0.0
1399,24.0,123.0,49.0,0.0
1400,24.0,107.0,100.0,1.0
1401,24.0,68.0,108.0,1.0
1402,24.0,82.0,63.0,0.0
1403,24.0,70.0,43.0,1.0
1404,24.0,94.0,176.0,1.0
1405,24.0,81.0,24.0,0.0
1406,24.0,29.0,6.0,0.0
1407,24.0,31.0,103.0,0.0
1408,24.0,59.0,51.0,0.0
1409,24.0,63.0,182.0,0.0
1410,24.0,39.0,15.0,0.0
1411,24.0,73.0,110.0,0.0
1412,24.0,119.0,175.0,2.0
1413,24.0,103.0,10.0,0.0
1414,24.0,64.0,215.0,0.0
1415,24.0,110.0,217.0,0.0
1416,24.0,49.0,219.0,0.0
1417,24.0,100.0,191.0,0.0
1418,24.0,61.0,186.0,0.0
1419,25.0,82.0,131.0,1.0
1420,25.0,55.0,118.0,1.0
1421,25.0,117.0,102.0,1.0
1422,25.0,90.0,102.0,1.0
1423,25.0,107.0,100.0,1.0
1424,25.0,79.0,35.0,1.0
1425,25.0,49.0,89.0,1.0
1426,25.0,14.0,81.0,1.0
1427,25.0,124.0,100.0,1.0
1428,25.0,60.0,131.0,1.0
1429,25.0,55.0,131.0,1.0
1430,25.0,26.0,83.0,1.0
1431,25.0,64.0,115.0,1.0
1432,25.0,94.0,176.0,1.0
1433,25.0,44.0,97.0,1.0
1434,25.0,20.0,94.0,0.0
1435,25.0,96.0,178.0,2.0
1436,25.0,50.0,77.0,0.0
1437,25.0,95.0,85.0,1.0
1438,25.0,23.0,98.0,1.0
1439,25.0,75.0,77.0,0.0
1440,25.0,40.0,90.0,1.0
1441,25.0,43.0,102.0,1.0
1442,25.0,92.0,127.0,1.0
1443,25.0,35.0,29.0,1.0
1444,25.0,35.0,99.0,1.0
1445,25.0,96.0,47.0,1.0
1446,25.0,122.0,86.0,2.0
1447,25.0,44.0,106.0,1.0
1448,25.0,10.0,74.0,0.0
1449,25.0,120.0,85.0,1.0
1450,25.0,2.0,20.0,0.0
1451,25.0,39.0,78.0,2.0
1452,25.0,93.0,38.0,1.0
1453,25.0,101.0,25.0,1.0
1454,25.0,56.0,82.0,1.0
1455,25.0,44.0,115.0,0.0
1456,25.0,91.0,148.0,1.0
1457,25.0,88.0,60.0,1.0
1458,25.0,57.0,150.0,1.0
1459,25.0,98.0,47.0,2.0
1460,25.0,12.0,20.0,0.0
1461,25.0,114.0,132.0,1.0
1462,25.0,109.0,39.0,3.0
1463,25.0,31.0,90.0,1.0
1464,25.0,80.0,90.0,1.0
1465,25.0,10.0,91.0,1.0
1466,25.0,17.0,93.0,0.0
1467,25.0,43.0,75.0,1.0
1468,25.0,92.0,67.0,1.0
1469,25.0,40.0,27.0,1.0
1470,25.0,44.0,127.0,0.0
1471,25.0,78.0,48.0,0.0
1472,25.0,23.0,19.0,0.0
1473,25.0,33.0,77.0,0.0
1474,25.0,81.0,24.0,0.0
1475,25.0,97.0,164.0,1.0
1476,25.0,123.0,49.0,0.0
1477,25.0,63.0,182.0,0.0
1478,25.0,100.0,1.0,1.0
1479,25.0,73.0,61.0,0.0
1480,25.0,120.0,45.0,0.0
1481,25.0,59.0,51.0,0.0
1482,25.0,46.0,36.0,1.0
1483,25.0,105.0,14.0,0.0
1484,25.0,29.0,6.0,0.0
1485,25.0,109.0,144.0,1.0
1486,25.0,100.0,173.0,0.0
1487,25.0,123.0,31.0,0.0
1488,25.0,94.0,7.0,1.0
1489,25.0,82.0,63.0,0.0
1490,25.0,39.0,15.0,0.0
1491,25.0,73.0,110.0,0.0
1492,25.0,100.0,191.0,0.0
1493,25.0,110.0,217.0,0.0
1494,25.0,46.0,158.0,0.0
1495,25.0,64.0,215.0,0.0
1496,25.0,61.0,186.0,0.0
1497,26.0,83.0,132.0,1.0
1498,26.0,91.0,102.0,1.0
1499,26.0,55.0,118.0,1.0
1500,26.0,113.0,132.0,1.0
1501,26.0,85.0,124.0,1.0
1502,26.0,68.0,114.0,2.0
1503,26.0,66.0,113.0,1.0
1504,26.0,107.0,100.0,0.0
1505,26.0,79.0,35.0,2.0
1506,26.0,96.0,178.0,1.0
1507,26.0,44.0,97.0,1.0
1508,26.0,20.0,94.0,0.0
1509,26.0,47.0,109.0,1.0
1510,26.0,63.0,100.0,1.0
1511,26.0,121.0,142.0,1.0
1512,26.0,108.0,103.0,0.0
1513,26.0,43.0,102.0,2.0
1514,26.0,94.0,176.0,1.0
1515,26.0,106.0,132.0,1.0
1516,26.0,119.0,107.0,1.0
1517,26.0,102.0,119.0,1.0
1518,26.0,35.0,99.0,1.0
1519,26.0,57.0,150.0,1.0
1520,26.0,50.0,77.0,1.0
