 ,Area,Mean,Min,Max,X,Y,Slice
1,0,19.926,19.926,19.926,50,77,1
2,0,18.932,18.932,18.932,63,182,1
3,0,18.029,18.029,18.029,59,51,1
4,0,17.964,17.964,17.964,29,6,1
5,0,16.807,16.807,16.807,2,20,1
6,0,16.432,16.432,16.432,73,110,1
7,0,16.358,16.358,16.358,92,16,1
8,0,15.954,15.954,15.954,46,158,1
9,0,15.932,15.932,15.932,75,77,1
10,0,15.859,15.859,15.859,100,191,1
11,0,15.844,15.844,15.844,64,215,1
12,0,15.813,15.813,15.813,57,150,1
13,0,15.714,15.714,15.714,49,219,1
14,0,15.612,15.612,15.612,88,60,1
15,0,15.593,15.593,15.593,97,27,1
16,0,15.473,15.473,15.473,61,186,1
17,0,15.290,15.290,15.290,78,127,1
18,0,15.244,15.244,15.244,101,25,1
19,0,15.170,15.170,15.170,1,166,1
20,0,15.123,15.123,15.123,110,217,1
21,0,15.108,15.108,15.108,23,19,1
22,0,14.985,14.985,14.985,2,73,1
23,0,14.960,14.960,14.960,100,173,1
24,0,14.922,14.922,14.922,81,16,1
25,0,14.813,14.813,14.813,83,130,1
26,0,14.617,14.617,14.617,98,47,1
27,0,14.571,14.571,14.571,94,176,1
28,0,14.554,14.554,14.554,81,24,1
29,0,14.541,14.541,14.541,27,153,1
30,0,14.459,14.459,14.459,46,34,1
31,0,14.459,14.459,14.459,39,15,1
32,0,14.383,14.383,14.383,21,212,1
33,0,14.375,14.375,14.375,46,26,1
34,0,14.345,14.345,14.345,44,210,1
35,0,14.343,14.343,14.343,8,196,1
36,0,14.232,14.232,14.232,68,118,1
37,0,14.226,14.226,14.226,26,198,1
38,0,14.115,14.115,14.115,100,60,1
39,0,14.093,14.093,14.093,111,18,1
40,0,14.084,14.084,14.084,121,126,1
41,0,13.964,13.964,13.964,123,71,1
42,0,13.952,13.952,13.952,83,185,1
43,0,13.919,13.919,13.919,33,130,1
44,0,13.916,13.916,13.916,99,200,1
45,0,13.908,13.908,13.908,49,59,1
46,0,13.720,13.720,13.720,3,127,1
47,0,13.557,13.557,13.557,123,137,1
48,0,13.521,13.521,13.521,92,130,1
49,0,20.196,20.196,20.196,50,77,2
50,0,19.410,19.410,19.410,75,77,2
51,0,18.624,18.624,18.624,124,0,2
52,0,18.113,18.113,18.113,29,6,2
53,0,18.032,18.032,18.032,59,51,2
54,0,18.018,18.018,18.018,2,20,2
55,0,16.300,16.300,16.300,64,215,2
56,0,15.887,15.887,15.887,63,182,2
57,0,15.881,15.881,15.881,92,16,2
58,0,15.843,15.843,15.843,46,158,2
59,0,15.809,15.809,15.809,49,219,2
60,0,15.694,15.694,15.694,100,191,2
61,0,15.694,15.694,15.694,61,186,2
62,0,15.558,15.558,15.558,78,127,2
63,0,15.373,15.373,15.373,73,110,2
64,0,15.181,15.181,15.181,88,60,2
65,0,15.174,15.174,15.174,27,153,2
66,0,15.088,15.088,15.088,39,15,2
67,0,14.821,14.821,14.821,101,25,2
68,0,14.749,14.749,14.749,2,73,2
69,0,14.749,14.749,14.749,46,26,2
70,0,14.689,14.689,14.689,21,212,2
71,0,14.684,14.684,14.684,122,86,2
72,0,14.658,14.658,14.658,46,34,2
73,0,14.638,14.638,14.638,100,173,2
74,0,14.601,14.601,14.601,98,220,2
75,0,14.576,14.576,14.576,23,19,2
76,0,14.566,14.566,14.566,57,150,2
77,0,14.556,14.556,14.556,97,27,2
78,0,14.506,14.506,14.506,123,49,2
79,0,14.481,14.481,14.481,76,174,2
80,0,14.468,14.468,14.468,99,13,2
81,0,14.446,14.446,14.446,110,217,2
82,0,14.429,14.429,14.429,94,176,2
83,0,14.414,14.414,14.414,81,16,2
84,0,14.346,14.346,14.346,93,190,2
85,0,14.279,14.279,14.279,78,48,2
86,0,14.239,14.239,14.239,33,130,2
87,0,14.201,14.201,14.201,51,75,2
88,0,14.082,14.082,14.082,111,37,2
89,0,14.000,14.000,14.000,26,234,2
90,0,13.915,13.915,13.915,3,127,2
91,0,13.912,13.912,13.912,49,59,2
92,0,13.887,13.887,13.887,68,118,2
93,0,13.823,13.823,13.823,94,58,2
94,0,13.730,13.730,13.730,15,182,2
95,0,13.410,13.410,13.410,67,59,2
96,0,24.633,24.633,24.633,113,3,3
97,0,24.520,24.520,24.520,115,7,3
98,0,22.529,22.529,22.529,124,12,3
99,0,22.266,22.266,22.266,116,1,3
100,0,20.730,20.730,20.730,118,4,3
101,0,20.409,20.409,20.409,50,77,3
102,0,20.281,20.281,20.281,123,1,3
103,0,18.632,18.632,18.632,63,182,3
104,0,18.009,18.009,18.009,29,6,3
105,0,17.935,17.935,17.935,59,51,3
106,0,17.542,17.542,17.542,75,77,3
107,0,16.489,16.489,16.489,81,24,3
108,0,16.285,16.285,16.285,46,158,3
109,0,16.151,16.151,16.151,92,16,3
110,0,16.002,16.002,16.002,88,60,3
111,0,15.859,15.859,15.859,101,25,3
112,0,15.770,15.770,15.770,64,215,3
113,0,15.748,15.748,15.748,2,20,3
114,0,15.508,15.508,15.508,73,110,3
115,0,15.442,15.442,15.442,100,191,3
116,0,15.243,15.243,15.243,110,217,3
117,0,15.132,15.132,15.132,1,166,3
118,0,15.086,15.086,15.086,27,153,3
119,0,14.985,14.985,14.985,39,15,3
120,0,14.955,14.955,14.955,123,71,3
121,0,14.954,14.954,14.954,100,173,3
122,0,14.934,14.934,14.934,49,219,3
123,0,14.922,14.922,14.922,57,150,3
124,0,14.915,14.915,14.915,78,127,3
125,0,14.904,14.904,14.904,81,16,3
126,0,14.895,14.895,14.895,97,27,3
127,0,14.848,14.848,14.848,83,130,3
128,0,14.814,14.814,14.814,46,34,3
129,0,14.696,14.696,14.696,2,73,3
130,0,14.615,14.615,14.615,23,19,3
131,0,14.597,14.597,14.597,61,186,3
132,0,14.532,14.532,14.532,99,13,3
133,0,14.525,14.525,14.525,98,220,3
134,0,14.344,14.344,14.344,121,126,3
135,0,14.260,14.260,14.260,96,128,3
136,0,14.252,14.252,14.252,21,212,3
137,0,14.245,14.245,14.245,102,119,3
138,0,14.210,14.210,14.210,15,232,3
139,0,14.195,14.195,14.195,111,37,3
140,0,14.192,14.192,14.192,68,118,3
141,0,14.107,14.107,14.107,93,190,3
142,0,14.055,14.055,14.055,123,49,3
143,0,14.030,14.030,14.030,87,211,3
