 ,Area,Mean,Min,Max,X,Y,Slice
1,0,9.387,9.387,9.387,124,0,1
2,0,13.811,13.811,13.811,124,0,2
3,0,15.925,15.925,15.925,124,0,3
4,0,14.567,14.567,14.567,124,12,4
5,0,15.588,15.588,15.588,79,0,5
6,0,14.442,14.442,14.442,124,12,5
7,0,14.713,14.713,14.713,101,23,6
8,0,14.537,14.537,14.537,79,1,6
9,0,22.239,22.239,22.239,124,43,7
10,0,15.707,15.707,15.707,99,0,7
11,0,13.300,13.300,13.300,79,9,7
12,0,21.919,21.919,21.919,99,0,8
13,0,20.551,20.551,20.551,119,46,8
14,0,14.203,14.203,14.203,67,6,8
15,0,25.785,25.785,25.785,116,69,9
16,0,19.911,19.911,19.911,100,1,9
17,0,18.870,18.870,18.870,124,52,9
18,0,14.403,14.403,14.403,54,1,9
19,0,37.497,37.497,37.497,112,68,10
20,0,19.767,19.767,19.767,59,19,10
21,0,18.435,18.435,18.435,99,13,10
22,0,17.315,17.315,17.315,32,0,10
23,0,29.615,29.615,29.615,113,69,11
24,0,27.825,27.825,27.825,115,55,11
25,0,25.146,25.146,25.146,124,36,11
26,0,22.545,22.545,22.545,51,12,11
27,0,18.771,18.771,18.771,124,79,11
28,0,37.983,37.983,37.983,105,43,12
29,0,34.974,34.974,34.974,117,57,12
30,0,33.502,33.502,33.502,96,58,12
31,0,27.695,27.695,27.695,83,62,12
32,0,27.505,27.505,27.505,124,36,12
33,0,24.598,24.598,24.598,50,13,12
34,0,20.600,20.600,20.600,121,79,12
35,0,20.074,20.074,20.074,104,30,12
36,0,37.544,37.544,37.544,93,83,13
37,0,35.864,35.864,35.864,89,50,13
38,0,34.158,34.158,34.158,106,44,13
39,0,30.073,30.073,30.073,76,58,13
40,0,28.436,28.436,28.436,116,71,13
41,0,22.860,22.860,22.860,119,37,13
42,0,49.303,49.303,49.303,111,81,14
43,0,38.943,38.943,38.943,88,82,14
44,0,37.177,37.177,37.177,75,55,14
45,0,36.797,36.797,36.797,113,51,14
46,0,35.308,35.308,35.308,82,57,14
47,0,30.869,30.869,30.869,116,71,14
48,0,30.410,30.410,30.410,100,41,14
49,0,22.849,22.849,22.849,119,38,14
50,0,22.160,22.160,22.160,111,13,14
51,0,21.978,21.978,21.978,117,109,14
52,0,21.017,21.017,21.017,60,27,14
53,0,18.177,18.177,18.177,78,13,14
54,0,53.621,53.621,53.621,87,89,15
55,0,44.498,44.498,44.498,100,83,15
56,0,41.892,41.892,41.892,85,79,15
57,0,41.029,41.029,41.029,118,69,15
58,0,37.844,37.844,37.844,117,50,15
59,0,33.446,33.446,33.446,84,42,15
60,0,24.831,24.831,24.831,19,4,15
61,0,24.161,24.161,24.161,110,43,15
62,0,23.176,23.176,23.176,104,4,15
63,0,20.290,20.290,20.290,74,28,15
